hitId,queryNum,topicNum,subQueryNum,query,text1,document1,score1,text2,document2,score2,text3,document3,score3,text4,document4,score4,text5,document5,score5,workerId
162,32_8,32,8," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/><span>What are their adaptations?</span>"," All organisms have adaptations that help them survive and thrive. Some adaptations are structural. Structural adaptations are physical features of an organism like the bill on a bird or the fur on a bear.Other adaptations are behavioral. Behavioral adaptations are the things organisms do to survive.For example, bird calls and migration are behavioral adaptations.Adaptations are the result of evolution.Evolution is a change in a species over long periods of time. Adaptations usually occur because a gene mutates or changes by accident! Some mutations can help an animal or plant survive better than others in the species without the mutation. For example, imagine a bird species.daptations are the result of evolution. Evolution is a change in a species over long periods of time. Adaptations usually occur because a gene mutates or changes by accident! Some mutations can help an animal or plant survive better than others in the species without the mutation. For example, imagine a bird species.",MARCO_6707259,0," Blue sharks eat a significant amount of squid, while tiger sharks are known to eat sea turtles. Smooth dogfish sharks eat crabs and lobsters, and hammerhead sharks prefer stingrays. Some sharks that are quick and large enough also hunt sea mammals. Great white sharks, tiger sharks and mako sharks have been known to eat sea lions, seals, dolphins, porpoises and sea birds. They also prey on large fish like mackerel and tuna. The largest shark, the whale shark, doesn't hunt for its food.",MARCO_6763412,0," All organisms have adaptations that help them survive and thrive. Some adaptations are structural. Structural adaptations are physical features of an organism like the bill on a bird or the fur on a bear. Other adaptations are behavioral. Behavioral adaptations are the things organisms do to survive.For example, bird calls and migration are behavioral adaptations.Adaptations are the result of evolution.Evolution is a change in a species over long periods of time.ther adaptations are behavioral. Behavioral adaptations are the things organisms do to survive. For example, bird calls and migration are behavioral adaptations. Adaptations are the result of evolution. Evolution is a change in a species over long periods of time.",MARCO_6812983,0," Shark Information, Anatomy, Habitat, Feeding, Reproduction and Types of Sharks. Facts about Great White Sharks, Tiger Sharks, Bull Sharks, Whale Sharks, Bull Shark, Hammerhead Shark, Mako Shark and more. Sharks are a large group of fish that have inhabited the oceans for over 400 million years, even before dinosaurs populated our planet. They belong to the superorder Selachimorpha, and modern sharks have specific characteristics like a cartilaginous skeleton, five or six pairs of gills and several rows of teeth.",MARCO_688349,0," Biologist Mauricio Hoyos Padilla posted a Facebook video of what he claims is the biggest great white shark ever filmed: An approximately 20-foot (6-meter) long female dubbed Deep Blue. According to the California Department of Fish and Game, great white sharks can grow up to 21 feet (6 meters) long. However, most great whites are around 12 to 14 feet (3.6 to 4 meters) long, says Christopher Lowe, a shark biologist at California State University in Long Beach. A 17.9-foot-long (5.5-meter-long) male great white was caught off Guadalupe in fall 2009. (Related: Biggest Great White Shark Caught, Released.) Deep Blue is clearly a very large shark, he says.",MARCO_7108491,0,
163,32_8,32,8," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/><span>What are their adaptations?</span>"," WORLDS BIGGEST SHARK. The catch set the record for the biggest mako shark and is one of the biggest of any catch ever. The catch set the record for the biggest mako shark and is one of the biggest of any catch ever. Two videographers from an Outdoor Channel reality show were filming on a boat where fisherman reeled in whats believed to be the largest mako shark in recorded history. The 1,323-pound shark was caught off Californias Huntington Beach on a boat captained by Matt Potter, who has the apt nickname Mako Matt.",MARCO_7108494,0," What's the largest ever great white shark to be recorded? On average, female great whites are 4.6 to 4.9m long, although the male sharks don't grow as big, measuring up at around 3.4 to 4.0m. Alf Dean caught the largest great white recorded by the International Game Fish Association in the south Australian waters in 1959. The sea predator weighed a staggering 1,208 kg (2,663 lb). It's believed that anglers have since caught bigger sharks, but these have not been officially confirmed.",MARCO_7297515,0," The most dangerous sharks are the Great White shark, the Tiger shark, the Hammerhead shark, the Mako shark and the Bull shark. On average, there are only about 100 shark attacks each year and only 10 of those result in a human death. You should check it out from their perspective, though! People kill thousands of sharks in a year for sport and for food. Shark skins are used to make products like any other leather would be. Up until the 1950's, shark livers were used as a vitamin A supplement. Shark fin soup and shark steaks are both eaten in many countries (Mako, seen in the top photo, is the most popular in the United States).",MARCO_7523018,0," Adaptations enable living organisms to cope with environmental stresses and pressures. One common form of physical adaptation is acclimatization. Acclimatization allows the organism to survive in a new environment. Adaptation can be structural or behavioral. Structural adaptations are special body parts of an organism that help it to survive in its natural habitat (e.g., skin color, shape, body covering). Behavioral adaptations are special ways a particular organism behaves to survive in its natural habitat.",MARCO_7629814,0," Sharks are fish, they are a type of fish called chondricthyes or cartilaginous fish. This group includes Sharks, rays and a group of fish called Chimaera, none of the fish in this group have any bones, instead they have cartilage, click here to find out more about types of fish. There are 8 orders (types) of shark. We'll look at these now, in another part we'll look at their relatives and where they fit into the entire grouping of the animal kingdom. Each of the 8 orders of sharks have their own adaptations to their environment.",MARCO_2456353,1,
164,32_8,32,8," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/><span>What are their adaptations?</span>"," How much do great white sharks weigh? The white shark can weigh over 5,000 pounds, in some cases. A 16  footer weighed 3,444 pounds when harpooned off Australia, and  longer white sharks have been seen.   Great Whites are one of the largest species of Sharks known to Man.  Adults great whites are on an average between 4 to 5 meters (13 to  17 feet) in length.",MARCO_7668322,0," What are some examples of structural adaptations in animals from the tropical forest? What are some examples of structural adaptations in animals? What are some examples of morphological adaptation?",MARCO_7696799,0," To understand a world biome, you need to know: What the climate of the region is like. Where each biome is found and and what its geography is like. The special adaptations of the vegetation. The types of animals found in the biome and their physical and behavioral adaptations to their environment.o understand a world biome, you need to know: What the climate of the region is like. Where each biome is found and and what its geography is like. The special adaptations of the vegetation. The types of animals found in the biome and their physical and behavioral adaptations to their environment.",MARCO_7712015,0," Physical Adaptations. 1  Polar bears are marine animals. 2  They use their large claws and teeth to tear apart their prey. 3  Have excellent sense of smell and hearing which helps them catch their prey. 4  Have thick, sand paper like paws which helps them run on the slippery ice.",MARCO_7756838,0," The bighorn sheep of the Rocky Mountains have adaptations of almost perfect senses.The eyesight, hearing, and ability to smell are the strongest adaptations of the animal. The goat eats at a very fast pace so that it can quickly retreat from threats.aking the world better, one answer at a time. The bighorn sheep of the Rocky Mountains have adaptations of almost perfect senses. The eyesight, hearing, and ability to smell are the strongest adaptations of the animal.",MARCO_786676,0,
165,32_8,32,8," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/><span>What are their adaptations?</span>"," Making the world better, one answer at a time. The bighorn sheep of the Rocky Mountains have adaptations of almost perfect senses. The eyesight, hearing, and ability to smell are the strongest adaptations of the animal.The goat eats at a very fast pace so that it can quickly retreat from threats.aking the world better, one answer at a time. The bighorn sheep of the Rocky Mountains have adaptations of almost perfect senses. The eyesight, hearing, and ability to smell are the strongest adaptations of the animal.",MARCO_786677,0," The shark's size, keen sensory perception, and ability to move swiftly and decisively all help to make great whites top-of-the-food chain apex predators, but one feature, in particular, cements their status: teeth. Great white sharks possess row upon row of saw-like, razor-sharp teeth.",MARCO_7887429,0," The fish wind up in conservation limbo, since insufficient data is available. Such sharks include the thresher, Java, kitefin, salmon, broadnose sevengill, bigeye sand tiger, narrowmouth catshark, great hammerhead, Argentine angel shark and megamouth, which was only first discovered in 1976.re sharks dangerous or endangered? The answer is both. On the danger side, most sharks are apex predators. This means they exist at the top of the oceanic food chain and possess few, or no, natural enemies.",MARCO_795761,0," Great White Shark Teeth Facts. The great white shark, also known as Carcharodon carcharias, has a gray and white belly and is the largest predatory fish on earth. It lives an estimated 30 to 40 years and, in maturity, it can reach up to 20 feet in length and weigh up to 5,000 pounds.",MARCO_8019972,0," 2.5 - 4.2 m (8 - 13 feet) Shortfin Makos are slightly smaller than Longfin makos. The largest Longfin mako accurately measured had a length of 13.7 feet. Diet: Fish. The diet of a Mako shark is almost entirely fish, smaller sharks, and sometimes squid.",MARCO_8265385,0,
166,32_8,32,8," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/><span>What are their adaptations?</span>"," The Cosmopolitodus genus (White Sharks) eventually leads into the Great White Shark, Carcharodon Carcharias. Also in the Miocene, the Isurus genus branches into the modern mako sharks, Isurus paucus and Isurus oxyrhincus.",MARCO_8265389,0," Answer: In a race among the sharks, the shortfin mako shark (Isurus oxyrinchus) would be the winner. The robust, streamlined shortfin mako shark is reported to have been clocked at 22 mph, although some sources say it can reach up to 60 mph.This may be because it is capable of chasing even quicker fish, the sailfish and swordfish, which can reach speeds over 60 mph (when leaping).The mako can also perform giant leaps of up to 20 feet out of the water. Sources: 1  R. Aidan Martin.he robust, streamlined shortfin mako shark is reported to have been clocked at 22 mph, although some sources say it can reach up to 60 mph.",MARCO_2861208,1," Well there are 9 different species of Hammerhead Sharks : Winghead shark Scalloped bonnethead White fin hammerhead Scalloped hammerhead Scoophead Great hammerhead  Bonnethead Smalleye hammerhead Smooth hammerhead The Great and the Scalloped hammerhead are listed on the World Conservation Union's 2008 Red List as endangered, whereas the Smalleye hammerhead is listed as vulnerable. As for the other species they are not endangered.",MARCO_8441725,0," 1. Shark. This means any type of meat eating shark such as Longfin Mako, Shortfin Mako, Blacktip, or common Thresher shark. Because sharks are at or near the top of the food chain, they consume other types of fish as their main source of food.",MARCO_8579806,0," All organisms have adaptations that help them survive and thrive. Some adaptations are structural. Structural adaptations are physical features of an organism, like the bill on a bird or the fur on a bear. Other adaptations are behavioral. Behavioral adaptations are the things organisms do to survive.",MARCO_8701174,0,
167,32_8,32,8," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/><span>What are their adaptations?</span>"," All organisms have adaptations that help them survive and thrive. Some adaptations are structural. Structural adaptations are physical features of an organism like the bill on a bird or the fur on a bear. Other adaptations are behavioral. Behavioral adaptations are the things organisms do to survive.",MARCO_8701175,0," All organisms have adaptations that help them survive and thrive. Some adaptations are structural. Structural adaptations are physical features of an organism, like the bill on a bird or the fur on a bear.",MARCO_8701176,0," All organisms have adaptations that help them survive and thrive. Some adaptations are structural. Structural adaptations are physical features of an organism, like the bill on a bird or the fur on a bear. Other adaptations are behavioral.",MARCO_8701177,0," All organisms have adaptations that help them survive and thrive. Some adaptations are structural. Structural adaptations are physical features of an organism like the bill on a bird or the fur on a bear.",MARCO_8701178,0," Structural adaptations are physical features of an organism, like the bill on a bird or the fur on a bear. Other adaptations are behavioral. Behavioral adaptations are the things organisms do to survive. For example, bird calls and migration are behavioral adaptations.",MARCO_8701179,0,
168,32_8,32,8," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/><span>What are their adaptations?</span>"," Structural adaptations are physical features of an organism, like the bill on a bird or the fur on a bear. Other adaptations are behavioral. Behavioral adaptations are the things organisms do to survive.",MARCO_8701181,0," Great White Shark's Endangered Species Listing Proposed In California. SAN FRANCISCO, Feb 6 (Reuters) - The California Fish and Game Commission voted on Wednesday to recommend protection of the great white shark, the world's largest predatory fish, in waters along the Pacific Coast, under the state's endangered species law.",MARCO_871702,0," The great white shark, Carcharodon carcharias, also known as great white, white pointer, white shark, or white death, is a large lamniform shark found in coastal surface waters in all major oceans. The great white shark is very well known for its size, because it can exceed 6 metres (20 ft) in length and 2,240 kilograms (4,938 lb) in weight. It becomes sexually mature at around 15 years of age and has a lifespan of 30 to over 100 years.",MARCO_8829141,0," All organisms have adaptations that help them survive and thrive. Some adaptations are structural. Structural adaptations are physical features of an organism like the bill on a bird or the fur on a bear. Other adaptations are behavioral. Behavioral adaptations are the things organisms do to survive. For example, bird calls and migration are behavioral adaptations. Adaptations are the result of evolution. Evolution is a change in a species over long periods of time. Adaptations usually occur because a gene mutates or changes by accident! Some mutations can help an animal or plant survive better than others in the species without the mutation. For example, imagine a bird species.",MARCO_1095773,0," Animal and plant adaptations and behaviours. Adaptations help organisms survive in their ecological niche or habitat; adaptations can be anatomical, behavioural or physiological. Anatomical adaptations are physical features such as an animals shape. Behavioural adaptations can be inherited or learnt and include tool use, language and swarming behaviour. Physiological adaptations include the ability to make venom; but also more general functions such as temperature regulation.",MARCO_939596,0,
169,32_9,32,9," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/><span>Where do they live?</span>"," The fins are added for their texture. Not all sharks are edible. Most commonly consumed shark varieties are dogfishes, catsharks, sand sharks, makos, and smoothhounds. Mako fish is a delicacy for their meat is salmon-coloured having a very fine quality. Mako liver is used to prepare oil that is rich in vitamins. The skin of the shark is made into leather and the fins are added to shark fin soup. However, the meat can be eaten with its nutrient value only when cooked properly.",MARCO_106270,0," Where do camels live. Camels are native to Asia and live in desert regions. Today, they can be found in Asia, Africa, Europe, the Middle East and Australia. The biggest population of camels is found in Somalia, where they provide milk, transportation and food for the Somalian people.There are also a few camels living in the United States.amels are native to Asia and live in desert regions. Today, they can be found in Asia, Africa, Europe, the Middle East and Australia.",MARCO_115132,0," Learning About Sharks Through Fossils: Consider some facts on why sharks have different types of teeth. General Facts on Shark Teeth: Read about the teeth of different types of sharks on this page from Cornell University. A Closer Look at Sharks and Their Teeth (PDF): Learn about the teeth of mako sharks and great white sharks along with others.",MARCO_1361407,0," No, for several reasons. ulliThere is no real place called Mako Island in Australia. It is a film set on Queensland's Gold Coast.liliThere are no such things as mermaids. As much as it is nice to believe in a fantasy world, the myth of mermaids is believed to come from sailors sighting dugong in ocean waters.",MARCO_1515716,0," Shortfin mako shark. The shortfin mako shark (Isurus oxyrinchus), also known as the blue pointer or bonito shark, is a large mackerel shark. It is commonly referred to as the mako shark, as is the longfin mako shark (Isurus paucus).",MARCO_1650866,0,
170,32_9,32,9," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/><span>Where do they live?</span>"," The shortfin mako shark, I. oxyrinchus, is the better known of the two makos. The longfin mako shark, I. paucus, closely resembles the shortfin mako, and the two species swim in many of the same waters. The shortfin mako shark is likely the fastest swimmer of all sharks and one of the swiftest of all fishes.",MARCO_1650867,0," For other uses, see Mako shark (disambiguation). Isurus is a genus of mackerel sharks in the family Lamnidae, commonly known as the mako sharks. The two living species are the common shortfin mako shark (I. oxyrinchus) and the rare longfin mako shark (I. paucus).",MARCO_1650871,0," a powerful mackerel shark, Isurus oxyrinchus, of the Atlantic and Pacific oceans. Also called mako shark. I belong to at least 20 groups, said Amit Slonim, an editor and writer at mako. Scientists estimate these sharks, the ancestors of the modern day mako shark, could grow larger than 50 feet long. Shark Week Is Lying Again: Megalodon Is Definitely Extinct David Shiffman August 14, 2014.",MARCO_1650872,0," Mako Shark. Mako Shark  Isurus oxyrinchus. The shortfin mako shark also is known as the blue pointer and bonito shark. It is a fast speed-swimming shark that has been called the peregrine falcon of the sharks in allusion to the fastest bird in the world.",MARCO_1650873,0," Mako shark. Mako shark (genus Isurus), any of two species of swift, active, potentially dangerous sharks of the mackerel shark family, Isuridae. The shortfin mako (Isurus oxyrinchus) is found in all tropical and temperate seas, and the longfin mako (I. paucus) is scattered worldwide in tropical seas.",MARCO_1650874,4,
171,32_9,32,9," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/><span>Where do they live?</span>"," Description & Behavior. Shortfin mako sharks, Isurus oxyrinchus (Rafinesque, 1810), aka makos, shortfins, short-finned makos, blue pointers, mackerel sharks, blue dynamites, bonitos, spriglios, palomas  are truly beautiful animals. They are well-adapted and active pelagic (open water) sharks.",MARCO_1650875,0," World's biggest snake found alive, world's biggest snake youtube, world's biggest snake ever caught, world's longest snake on record, world's biggest snake prank, world's biggest snake red sea, world's biggest snake species, world's biggest snake in history, world's biggest snake caught, world's biggest snake in iran.he world biggest Snake has been found in SAAD Karaj Iran. The Biggest Snake in The World (ANACONDA)World's Deadliest-Anaconda Devours World's Largest Rodent the world's biggest snake found alive!!! NEW 2013 700-Pound Snake -- Giant Snake Found In North Carolina, Facts Longest snake ..",MARCO_1798976,0," live in a glass house; live in a tree; live in a world of own; live in an ivory tower; live in an ivory tower; live in an(one's) ivory tower; live in cloud cuckoo land; live in cloud-cuckoo land; live in cotton wool; live in each other's pockets; Live in Freedom Everyday; Live in Full Effect; live in her ivory tower; live in his ivory tower; live in hope; live in hope of",MARCO_1811043,0," live in a glass house; live in a tree; live in an(one's) ivory tower; live in cloud-cuckoo land; live in cotton wool; live in each other's pockets; live in hope; live in hope of; live in hope(s) live in sin; live in someone's pocket; live in the past; live in the present; live it up; live large; live like a king; live like fighting cocks; live next door; live off",MARCO_1811049,0," Answer: Sharks live in every ocean in the world, however studies published have shown that up to 70% of oceans are free of sharks. Sharks are not territorial like most animals are, so they change frequently their habitat.As many other fish, females do not stay to take care of eggs.ost species of sharks are found in the oceans. However, some of them are known to live in bodies of fresh water, like the bull shark which is known to travel up to 4,000 Km up the Amazon River.",MARCO_1853822,0,
172,32_9,32,9," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/><span>Where do they live?</span>"," Sharks live in all oceans down to depths of 2,000 meters (6,600 feet). Usually, they do not live in freshwater with the exception of the bull shark and river shark.ustralia is a shark-infested country, with three different grades of probabilities-mild (Northern Territory, Tasmania and Cocos Islands), moderate (Western Australia, South Australia and Victoria) and severe (Queensland and New South Wales).",MARCO_1853826,0," Where do black tip sharks live? Blacktip sharks are found in tropical and subtropical coastal, shelf, and island waters in the Atlantic, where they migrate seasonally between Brazil and Nova Scotia; the Gulf  of Mexico and the Caribbean Sea, throughout the Mediterranean, and along the central West coast of Africa.here do black tip sharks live? Blacktip sharks are found in tropical and subtropical coastal, shelf, and island waters in the Atlantic, where they migrate seasonally between Brazil and Nova Scotia; the Gulf  of Mexico and the Caribbean Sea, throughout the Mediterranean, and along the central West coast of Africa.",MARCO_1853831,0," They live everywhere. from very cold waters of the arctic and. antarctic to the warm waters in tropi-. cal seas. Massachusetts has their very. own shark visitors all year around! Lets learn a little more about sharks. and which ones visit Massachusetts...",MARCO_1864974,0," Tiger sharks are found practically all around the world in regions with moderate climates. They live in the western Atlantic from Maine to the Gulf of Mexico; they are occasio  nally spotted around the Bahamas. They are found mostly in South Africa and the Red Sea as well as Australia and Tasmania.",MARCO_205088,0," Most sharks live in saltwater, but a couple of species  bull sharks and river sharks  can live in freshwater or saltwater. Unfortunately, many shark species are under attack and are decreasing in numbers every year. Experts estimate that 100 million sharks are killed by people each year.",MARCO_2174681,0,
173,32_9,32,9," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/><span>Where do they live?</span>"," Thanks for visiting this Wonder of the Day about sharks, Madison! There are many, many different types of sharks, including Great Whites, in the oceans of the world. Because there are so many different sharks in so many different bodies of water, it would be impossible to count them all.",MARCO_2174682,0," Many hammerhead sharks live in warm waters fairly close to shore, although most of them are not considered of much danger to humans. Here you can learn about the 10 species of hammerhead sharks, which range in size from about 3 feet to 20 feet in length.",MARCO_2174683,0," world s biggest snake found alive world s biggest snake youtube world s biggest snake ever caught world s longest snake on record world s biggest snake prank world s biggest snake red sea world s biggest snake species world s biggest snake in history world s biggest snake caught world s biggest snake in iran",MARCO_2193825,0," How many of you know where do great white sharks live? In this article Ill be displaying some of the essential facts about the great white sharks widespread distribution and habitat. Great white sharks are the predatory fish and they emerge during the era of mid-Miocene.",MARCO_2253655,0," Where Do Great White Sharks Live. Great white sharks inhabit along the coastal and offshore waters where temperature ranges from 12 and 24 C (54 and 75 F), with greater strengths are found in Atlantic Northeast and California, (USA), and New Zealand, Chile, Mediterranean, Japan, New South Wales & South Australia (Australia), and South Africa.",MARCO_2253659,0,
174,32_9,32,9," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/><span>Where do they live?</span>"," Which oceans do sharks live in? Great white sharks are highly adapted to swimming in coastal surface waters, though they can be seen in offshore locations down to the bottom of the sea. They are carnivorous predators, and they often make their homes in places where pinnipeds, such as seals, sea lions and walruses live.",MARCO_2253661,0," Where Do Sharks Live? Sharks live in every ocean in the world, however studies published have shown that up to 70% of oceans are free of sharks. Sharks are not territorial like most animals are, so they change frequently their habitat. As many other fish, females do not stay to take care of eggs.",MARCO_2253663,0," Some sharks are fast and some sharks are slow, but the great majority cruise at very low speeds. While great whites, blues, and makos are capable of a great speed burst, most sharks swim at around 1.5 miles per hour when they're not actively chasing prey or attempting to escape from a dangerous situation. This speed falls about in line with the average human swim speed, which is between 1 and 2 miles per hour.",MARCO_2278399,0," Today, there are only two living species of Mako remaining. They are called the Longfin Makos and the Shortfin Makos. The largest is the Longfin with a length of about 4.5 meters (14ft) and adults weigh in around 170 kilograms (375 pounds). Shortfin sharks are usually about half this size and weight.",MARCO_2322021,0," The Tiger Shark is a type of shark encountered in Stranded Deep. They can be found living in shallow ocean biomes such as the Islands, Sand Plains and Shallows. Tiger sharks can be identified by their dull gray coloration, along with their distinctive stripes that run down the length of their body. A tiger shark can be killed with exactly 10 hits from an axe. 2  As of v0.03.H2, the spawn chance of a tiger shark has been adjusted from 100% down to 30%. 3  There is a bug currently located in the game: once a tiger shark latches onto the player, it will drag the player back to the island.",MARCO_2442577,0,
175,32_9,32,9," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/><span>Where do they live?</span>"," Sharks are fish, they are a type of fish called chondricthyes or cartilaginous fish. This group includes Sharks, rays and a group of fish called Chimaera, none of the fish in this group have any bones, instead they have cartilage, click here to find out more about types of fish. There are 8 orders (types) of shark. We'll look at these now, in another part we'll look at their relatives and where they fit into the entire grouping of the animal kingdom. Each of the 8 orders of sharks have their own adaptations to their environment.",MARCO_2456353,0," Tiger sharks live in both open and coastal ocean areas at depths as low as 460 feet. They are commonly located in tropical and sub-tropical waters such as the Gulf of Mexico, the Caribbean Sea, Australia and New Zealand.",MARCO_2666665,0," Most sharks live in the ocean at depths no greater than 7,000 feet; very few sharks live below 10,000 feet. Sharks are found in all the world's oceans, from the Arctic to the Antarctic, and in some rivers and lakes.",MARCO_2666668,0," Shark Trek starts off Shark Week 2015, and it will begin at 8 p.m. ET on Sunday night. Below is the full TV schedule for the new primetime shows, and all times are Eastern. Sunday, July 5. 8 p.m.  Shark Trek. 9 p.m.  Island of the Mega Shark. 10 p.m.  Monster Mako. 11 p.m.  Shark After Dark.",MARCO_2678598,0," The life-span of tiger sharks in the wild is considered to be 27 years in average, even though some may live up to 50 years of age. As with other species, tiger sharks in captivity do not live as extensive as in wildlife reaching only 17 to 20 years.Some experts presume that the lifespan of the Great White Sharks is approximately 30 years (Levine, 1988) but other research indicates that they can reach up to 40 years.s with other species, tiger sharks in captivity do not live as extensive as in wildlife reaching only 17 to 20 years. Some experts presume that the lifespan of the Great White Sharks is approximately 30 years (Levine, 1988) but other research indicates that they can reach up to 40 years.",MARCO_2719366,0,
176,32_9,32,9," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/>What are their adaptations?<br/><span>Where do they live?</span>"," live wallpaper weather live wallpaper fire live wallpaper galaxy live wallpaper matrix live wallpaper cars live wallpaper windows 8 live wallpaper clock live wallpaper water live wallpaper halloween live wallpaper earth live wallpaper christmas live wallpaper beach live wallpaper nature live wallpaper space live wallpaper live wallpaper free live ...",MARCO_2851566,0," Where do lions live? They typically live in prairies, grassy plains, or woodlands. They live in a den or a lair and in prides. A pride is a pack of about 30 lions that live together in their prides territory. Lions are very territorial and each pride has their own territory usually about 25-100 square miles. Because they live in large prides and walk about 5 miles a day they need a large area to hunt and roam.",MARCO_2855808,0," Where Do They Live. Where Do Lions Live. Posted by Where do they live on 21412  Categorized as Mammals. Lions prefer cool climates, but can adapt to warmer climates. Despite their nickname, King of the Jungle, lions do not live in the jungle or in rain forests.",MARCO_2855811,0," Answer: In a race among the sharks, the shortfin mako shark (Isurus oxyrinchus) would be the winner. The robust, streamlined shortfin mako shark is reported to have been clocked at 22 mph, although some sources say it can reach up to 60 mph.This may be because it is capable of chasing even quicker fish, the sailfish and swordfish, which can reach speeds over 60 mph (when leaping).The mako can also perform giant leaps of up to 20 feet out of the water. Sources: 1  R. Aidan Martin.he robust, streamlined shortfin mako shark is reported to have been clocked at 22 mph, although some sources say it can reach up to 60 mph.",MARCO_2861208,0," Where do bluefin tuna live? Bluefin tuna live mainly in the North Atlantic pelagic ecosystem and its adjacent seas, especially in the Mediterranean Sea. Geographically, their population is distributed throughout the North Atlantic, from Ecuador to Norway and from the Black Sea to Mexico.",MARCO_2933051,0,
